ID,question,answer,options,correct_option,path,condition,label,modifications
961,"A 35-year-old HIV-positive patient with a CD4 count of 150 cells/mm³ presents with a subacute onset of fever, dyspnea, and a non-productive cough. A chest X-ray reveals diffuse interstitial infiltrates. What is the MOST likely next step in evaluating this patient, assuming TB risk factors are absent?",Initiate empiric therapy for Pneumocystis jirovecii pneumonia (PCP).,"['Administer empiric antibiotics for community-acquired pneumonia.', 'Initiate empiric therapy for Pneumocystis jirovecii pneumonia (PCP).', 'Perform a CT scan of the chest to evaluate for structural lung disease.', 'Prescribe a course of oral corticosteroids to reduce inflammation.', 'Obtain sputum samples for AFB smear and culture.']",B,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> TB risk factors absent -> Advanced immunosuppression (CD4 <200) -> CXR abnormal with diffuse infiltrates -> Subacute presentation -> Suspect PCP -> Initiate empiric therapy for PCP,respiratory symptoms in hiv-infected patients,1,1 (Changed correct answer from AFB testing to empiric therapy for PCP; updated reasoning path accordingly)
962,"A 38-year-old HIV-positive man presents with a subacute onset of fever, dyspnea, and a non-productive cough. His CD4 count is unknown, but he reports a history of thrush and recent weight loss. A chest X-ray reveals focal infiltrates. Given his presentation and history, which of the following is the MOST appropriate next step in evaluating the etiology of his respiratory symptoms?",Obtain sputum samples for AFB smear and culture.,"['Obtain sputum for Gram stain and bacterial culture.', 'Assess gas exchange with pulse oximetry or blood gas measurement.', 'Obtain sputum samples for AFB smear and culture.', 'Initiate empiric therapy for Pneumocystis jiroveci pneumonia (PCP).', 'Perform a bronchoscopy with bronchoalveolar lavage.']",A,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> History of immunosuppression -> CXR abnormal with focal infiltrates -> Subacute presentation -> Suspect Mycobacteria -> Obtain sputum samples for AFB smear and culture,respiratory symptoms in hiv-infected patients,1,2 (Updated reasoning path to reflect abnormal CXR findings rather than a normal CXR)
963,"A 35-year-old HIV-positive patient with a CD4 count of 150 cells/mm³ presents with a subacute onset of fever, dyspnea, and a non-productive cough. A chest X-ray reveals diffuse interstitial infiltrates. Given the patient's presentation, what is the MOST likely etiological agent to consider?",Pneumocystis jiroveci.,"['Streptococcus pneumoniae', 'Mycobacteria', 'Influenza virus', 'Nocardia', 'Pneumocystis jiroveci']",E,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> Advanced immunosuppression (CD4 <200) -> CXR abnormal with diffuse infiltrates -> Subacute presentation -> Suspect Pneumocystis jiroveci pneumonia,respiratory symptoms in hiv-infected patients,1,1 (Changed correct answer from Mycobacteria to Pneumocystis jiroveci; updated reasoning path accordingly)
964,"A 35-year-old HIV-positive man with a CD4 count of 150 cells/mm3 presents with subacute fever, dyspnea, and a cough. A chest X-ray reveals focal infiltrates. Given his HIV status and radiographic findings, what is the most likely etiology?",Mycobacteria.,"['Kaposi's sarcoma', 'Pneumocystis jirovecii pneumonia (PCP)', 'Fungal infection', 'Mycobacteria', 'Community-acquired bacterial pneumonia']",D,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> Advanced immunosuppression -> CXR abnormal with focal infiltrates -> Subacute presentation -> Suspect Mycobacteria (likely TB),respiratory symptoms in hiv-infected patients,0,No modifications needed.
965,"A 35-year-old HIV-positive patient with a CD4 count of 400 cells/ml presents with a subacute onset of fever, dyspnea, and a cough. A chest X-ray reveals diffuse interstitial infiltrates. Given the patient's presentation and immune status, what is the most likely etiology?",Endemic fungi,"['Pneumocystis jiroveci pneumonia', 'Drug-related pneumonitis', 'Endemic fungi', 'Tuberculosis', 'Community-acquired bacterial pneumonia']",C,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> HIV+ with CD4 count >350 cells/ml -> CXR abnormal (diffuse infiltrates) -> Subacute presentation -> Endemic fungi,respiratory symptoms in hiv-infected patients,0,Minor revision of reasoning path to remove extraneous TB risk factor branch.
966,"A 35-year-old HIV-positive man with a CD4 count of 60 cells/mm3 presents with a subacute onset of fever, dyspnea, and a dry cough. A chest X-ray reveals diffuse interstitial infiltrates. He has no history of TB exposure or travel. What is the most likely etiology of his respiratory symptoms?",Pneumocystis jiroveci pneumonia (PCP),"['Community-acquired bacterial pneumonia', 'Endemic fungi', 'Pneumocystis jiroveci pneumonia (PCP)', 'Kaposi's sarcoma', 'Tuberculosis']",C,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> Advanced immunosuppression (CD4 count 60) -> CXR abnormal (diffuse infiltrates) -> Subacute presentation -> Pneumocystis jiroveci pneumonia,respiratory symptoms in hiv-infected patients,1,Change correct answer to Pneumocystis jiroveci pneumonia and update reasoning path.
967,"A 35-year-old HIV-positive patient with a CD4 count of 150 cells/mm³ presents with a subacute onset of fever, dyspnea, and a nonproductive cough. A chest X-ray reveals focal infiltrates. Given the patient's presentation and immune status, which of the following etiologies should be of greatest concern?",Mycobacterium tuberculosis,"['Pneumocystis jiroveci pneumonia (PCP)', 'Drug-induced pneumonitis', 'Community-acquired bacterial pneumonia', 'Mycobacterium tuberculosis', 'Endemic fungi']",D,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> Advanced immunosuppression (CD4 count 150) -> CXR abnormal (focal infiltrates) -> Subacute presentation -> Mycobacterium tuberculosis,respiratory symptoms in hiv-infected patients,1,Change correct answer to Mycobacterium tuberculosis and update reasoning path.
968,"A 35-year-old HIV-positive patient with a CD4 count of 150 cells/mm³ presents with a subacute onset of fever, dyspnea, and a nonproductive cough. A chest X-ray reveals diffuse interstitial infiltrates. The patient has no known history of TB exposure or prophylaxis. What is the most likely cause of the patient's respiratory symptoms, considering the clinical presentation and radiographic findings?",Pneumocystis jiroveci pneumonia (PCP),"['Endemic fungi', 'Kaposi's sarcoma', 'Community-acquired bacterial pneumonia', 'Pneumocystis jiroveci pneumonia (PCP)', 'Tuberculosis (TB)']",D,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> Advanced immunosuppression (CD4 count 150) -> CXR abnormal (diffuse infiltrates) -> Subacute presentation -> Pneumocystis jiroveci pneumonia,respiratory symptoms in hiv-infected patients,1,Change correct answer to Pneumocystis jiroveci pneumonia and update reasoning path.
969,"A 35-year-old HIV-positive man presents with a subacute onset of fever, dyspnea, and a cough. His CD4 count is unknown, but he reports a history of thrush and weight loss. A chest X-ray reveals focal infiltrates. Given his presentation and history, which of the following etiologies should be of greatest concern?",Tuberculosis (TB),"['Kaposi's sarcoma', 'Tuberculosis (TB)', 'Endemic fungi', 'Community-acquired bacterial pneumonia', 'Pneumocystis jiroveci pneumonia (PCP)']",B,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> Likely advanced immunosuppression (history of thrush, weight loss) -> CXR abnormal (focal infiltrates) -> Subacute presentation -> Tuberculosis",respiratory symptoms in hiv-infected patients,1,Change correct answer to Tuberculosis and update reasoning path.
970,"A 35-year-old HIV-positive man with a CD4 count of 400 cells/mm³ presents with a subacute onset of fever, dyspnea, and a nonproductive cough. A chest X-ray reveals diffuse interstitial infiltrates. What is the most likely diagnosis?",Community-acquired bacterial pneumonia,"['Kaposi's sarcoma', 'Community-acquired bacterial pneumonia', 'Toxoplasmosis', 'Pneumocystis jiroveci pneumonia (PCP)', 'Tuberculosis (TB)']",B,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> HIV+ with CD4 count >350 cells/ml -> CXR abnormal (diffuse infiltrates) -> Subacute presentation -> Community-acquired bacterial pneumonia,respiratory symptoms in hiv-infected patients,1,Change correct answer to Community-acquired bacterial pneumonia and update reasoning path.
971,"A 35-year-old HIV-positive man with a CD4 count of 40 presents with a subacute onset of fever, dyspnea, and a non-productive cough. A chest X-ray reveals diffuse interstitial infiltrates. Given his presentation, what is the most likely diagnosis?",Pneumocystis jiroveci pneumonia (PCP),"['Pneumocystis jiroveci pneumonia (PCP)', 'Community-acquired bacterial pneumonia', 'Tuberculosis (TB)', 'Kaposi's sarcoma', 'Toxoplasmosis']",A,HIV-Infected Patient with RESPIRATORY COMPLAINTS -> Advanced immunosuppression (CD4 count 40) -> CXR abnormal (diffuse infiltrates) -> Subacute presentation -> Pneumocystis jiroveci pneumonia,respiratory symptoms in hiv-infected patients,1,Change correct answer to Pneumocystis jiroveci pneumonia and update reasoning path.
